BlockNo_	S3300047	S3300074	S3300239
Block28568	0.8995	0.92607	0.92198
Block28569	0.0324	0.07759	0.07504
Block28570	0.89557	0.89548	0.92005
Block28571	0.85282	0.76901	0.82548
Block28572	0.84001	0.85866	0.85406
Block28573	0.02476	0.0253	0.02015
Block28574	0.88782	0.86968	0.88128
Block28575	0.02232	0.03039	0.05851
Block28576	0.07169	0.1194	0.08693
Block28577	0.80747	0.79921	0.7736
Block28578	0.98232	0.93669	0.91732
Block28579	0.88019	0.87263	0.87961
Block28580	0.80814	0.82025	0.83413
Block28581	0.01706	0.01772	0.03072
Block28582	0.85508	0.7636	0.82091
Block28583	0.58878	0.66889	0.62306
Block28584	0.85082	0.85	0.85524
Block28585	0.04413	0.03677	0.1158
Block28586	0.83478	0.85655	0.85088
Block28587	0.0096	0.03913	0.03792
Block28588	0.20172	0.24145	0.2429
Block28589	0.86113	0.84009	0.84724
Block28590	0.03007	0.05672	0.06633
Block28591	0.77778	0.69259	0.72466
Block28592	0.84209	0.84514	0.84306
Block28593	0.86512	0.83915	0.86905
Block28594	0.86896	0.87324	0.88119
Block28595	0.885	0.86912	0.85953
Block28596	0.04417	0.20074	0.15504
Block28597	0.75005	0.80614	0.75769
Block28598	0.93229	0.85461	0.88618
Block28599	0.88036	0.87949	0.87808
Block28600	0.00794	0.00257	0.00542
Block28601	0.04393	0.03252	0.0683
Block28602	0.83108	0.80047	0.82742
Block28603	0.86588	0.87259	0.8574
Block28604	0.79311	0.70994	0.70229
Block28605	0.88062	0.85442	0.89722
Block28606	0.84512	0.85389	0.82313
Block28607	0.83246	0.80274	0.80861
Block28608	0.85277	0.86865	0.83583
Block28609	0.00201	0.00294	0.00244
Block28610	0.86129	0.87597	0.86859
Block28611	0.86961	0.79924	0.87087
Block28612	0.05301	0.06019	0.05478
Block28613	0	0.25	0.17857
Block28614	0.9669	0.94673	0.9637
Block28615	0.01361	0.02121	0.02576
Block28616	0.73543	0.79664	0.84582
Block28617	0.38941	0.1749	0.21475
Block28618	0.71718	0.7228	0.65783
Block28619	0.02668	0.10338	0.08075
Block28620	0.71959	0.5898	0.39636
Block28621	0.90168	0.85959	0.90204
Block28622	0.88961	0.8163	0.80665
Block28623	0.8188	0.88245	0.87374
Block28624	0.76376	0.80863	0.80498
Block28625	0.13719	0.23132	0.20106
Block28626	0.90135	0.93004	0.89409
Block28627	0.07264	0.11596	0.22074
Block28628	0.7339	0.59276	0.5298
Block28629	0.01049	0.01227	0.01401
Block28630	0.81979	0.76767	0.79879
Block28631	0.00245	0.0212	0.04348
Block28632	0.54491	0.44781	0.40242
Block28633	0.59822	0.6608	0.56935
Block28634	0.68693	0.60322	0.63971
Block28635	0.79146	0.8158	0.7675
Block28636	0.0529	0.13588	0.11012
Block28637	0.84835	0.79933	0.82523
Block28638	0.02273	0.01572	0.0346
Block28639	0.87433	0.85982	0.83632
Block28640	0.07722	0.10852	0.11412
Block28641	0.34406	0.24298	0.21046
Block28642	0.00501	0.01712	0.00939
Block28643	0.41685	0.60939	0.58868
Block28644	0.0006	0.00057	0.00174
Block28645	0.85761	0.86787	0.84441
Block28646	0.05495	0.09688	0.11294
Block28647	0.82783	0.79166	0.80425
Block28648	0.16215	0.537	0.38773
Block28649	1	0.85714	1
Block28650	0.69571	0.57574	0.68703
Block28651	0.95833	0.9717	0.84459
Block28652	0.80606	0.82011	0.88785
Block28653	0.21541	0.15174	0.13104
Block28654	0.02717	0.00819	0.00905
Block28655	0.81745	0.7797	0.78368
Block28656	0.7938	0.81722	0.85131
Block28657	0.81258	0.86422	0.83588
Block28658	0.90081	0.89253	0.8983
Block28659	0.74488	0.67195	0.67867
Block28660	0.61672	0.60612	0.56296
Block28661	0.90097	0.89706	0.87915
Block28662	0.01712	0.02137	0.03431
Block28663	0.08579	0.10108	0.14675
Block28664	0.02504	0.02486	0.02763
Block28665	0.79208	0.63178	0.66537
Block28666	0.00016	0	8e-05
Block28667	0.69725	0.48381	0.46394
Block28668	0.03193	0.09962	0.0873
Block28669	0.02253	0.01561	0.03014
Block28670	0.86895	0.85917	0.83906
Block28671	0.82423	0.78471	0.80116
Block28672	0.9337	0.8564	0.81512
Block28673	0	9e-05	0
Block28674	0.78139	0.78538	0.77303
Block28675	0.74888	0.76241	0.74559
Block28676	0.79081	0.76414	0.80839
Block28677	0.47887	0.48792	0.49262
Block28678	0.85515	0.852	0.84468
Block28679	0	0.80328	0.71071
Block28680	0.18797	0.20465	0.19328
Block28681	0.92433	0.71185	0.71858
Block28682	0.77541	0.67844	0.72271
Block28683	0.63607	0.38723	0.34243
Block28684	0.02363	0.11694	0.05963
Block28685	0.22876	0.21486	0.20712
Block28686	0.83778	0.85191	0.81923
Block28687	0.12619	0.22826	0.11594
Block28688	0.85358	0.86021	0.86016
Block28689	0.66805	0.44976	0.42067
Block28690	0.59876	0.58741	0.52781
Block28691	0.00016	0.00062	0.00098
Block28692	0.76911	0.74364	0.75337
Block28693	0.86012	0.69649	0.69475
Block28694	0.64195	0.68485	0.57933
Block28695	0.84259	0.81544	0.86704
Block28696	0.90052	0.89035	0.8957
Block28697	0.61579	0.26769	0.45116
Block28698	0.04523	0.07673	0.0839
Block28699	0.61094	0.504	0.5119
Block28700	0.71244	0.46701	0.52482
Block28701	0.00329	0.01184	0.01009
Block28702	0.79719	0.74733	0.75028
Block28703	0.78824	0.7137	0.76301
Block28704	0.77209	0.78215	0.77652
Block28705	0.52585	0.23879	0.24793
Block28706	0.3216	0.19179	0.2401
Block28707	0.71263	0.49524	0.48592
Block28708	0.8022	0.70756	0.77876
Block28709	0.91667	0.86994	0.89658
Block28710	0.77836	0.75361	0.7685
Block28711	0.05025	0.10303	0.10818
Block28712	0.7941	0.8358	0.82287
Block28713	0.86455	0.88642	0.85508
Block28714	0.06609	0.08145	0.11667
Block28715	0.9224	0.92868	0.91871
Block28716	0.24646	0.11794	0.10792
Block28717	0.85319	0.8542	0.8765
Block28718	0.7862	0.68026	0.71224
Block28719	0.90808	0.89151	0.86244
Block28720	0.87871	0.89615	0.90887
Block28721	0.90207	0.8835	0.85926
Block28722	0.19631	0.15571	0.14533
Block28723	0.86521	0.72306	0.75502
Block28724	0.83225	0.80735	0.82711
Block28725	0.80927	0.77491	0.74877
Block28726	0.02002	0.04734	0.01998
Block28727	0.78765	0.63494	0.76783
Block28728	0.9047	0.93303	0.92225
Block28729	0.82218	0.7881	0.84186
Block28730	0.82562	0.8765	0.83799
Block28731	0.89542	0.88693	0.85942
Block28732	0.60833	0.66975	0.26768
Block28733	0.03604	0.06511	0.07732
Block28734	0.73988	0.73603	0.75037
Block28735	0.90883	0.87528	0.8906
Block28736	0.84717	0.83193	0.8419
Block28737	0.76054	0.73995	0.72289
Block28738	0.86018	0.87435	0.86668
Block28739	0.13714	0.11202	0.09686
Block28740	0.00034	0.0058	0.00984
Block28741	0.70907	0.40931	0.43272
Block28742	0.03639	0.15143	0.06657
Block28743	0.67168	0.47054	0.4889
Block28744	0	0.00436	0.00287
Block28745	0.06419	0.15231	0.13064
Block28746	0.79875	0.8037	0.80174
Block28747	0.84636	0.85876	0.85624
Block28748	0.00144	0.00538	0.00243
Block28749	0.00954	0.02921	0.0377
Block28750	0.89111	0.89056	0.8692
Block28751	0.79789	0.78719	0.77909
Block28752	0.86489	0.85913	0.86497
Block28753	0.53589	0.50418	0.63345
Block28754	0.81563	0.77593	0.76609
Block28755	0.81805	0.83732	0.81841
Block28756	0.92041	0.88483	0.89488
Block28757	0.40543	0.46009	0.49223
Block28758	0.82103	0.79162	0.78887
Block28759	0.83811	0.79399	0.86448
Block28760	0.52527	0.28133	0.54347
Block28761	0.8529	0.88521	0.82847
Block28762	0.91783	0.89866	0.90175
Block28763	0.78711	0.81183	0.78555
Block28764	0.32493	0.30446	0.25636
Block28765	0.68844	0.75286	0.77252
Block28766	0.79617	0.7816	0.767
Block28767	0.04805	0.06987	0.0912
Block28768	0.01697	0.08613	0.04441
Block28769	0.89873	0.90805	0.84884
Block28770	0.60626	0.33419	0.40437
Block28771	0	0	0.45313
Block28772	0.86306	0.87883	0.88564
Block28773	0.75276	0.78253	0.81465
Block28774	0.92857	0.90771	0.81699
Block28775	0.84126	0.83982	0.8277
Block28776	0.75643	0.78062	0.7878
Block28777	0.80474	0.82418	0.79669
Block28778	0.03879	0.07786	0.06798
Block28779	0.00345	0.01037	0.00068
Block28780	0.04406	0.01732	0.02549
Block28781	0.03147	0.121	0.11748
Block28782	0.26423	0.15105	0.13702
Block28783	0.22442	0.09837	0.12014
Block28784	0.68566	0.63896	0.69982
Block28785	0.92857	0.86685	0.84536
Block28786	0.81034	0.78788	0.85833
Block28787	0.85305	0.83945	0.8502
Block28788	0.02119	0.08014	0.10764
Block28789	0.87336	0.83264	0.84216
Block28790	0.92084	0.85499	0.83097
Block28791	0.92014	0.76754	0.85333
Block28792	0.80358	0.799	0.81408
Block28793	0.03718	0.02316	0.04642
Block28794	0.86582	0.82774	0.86284
Block28795	0.74753	0.67295	0.68348
Block28796	0.79085	0.80901	0.79631
Block28797	0.00096	0	0
Block28798	0.01129	0.00942	0.01785
Block28799	0.6401	0.48548	0.59447
Block28800	0.00126	0.00114	0.00637
Block28801	0.81863	0.76087	0.78714
Block28802	0.06233	0.01598	0.02446
Block28803	0.93162	0.9134	0.92856
Block28804	0.80087	0.70443	0.70363
Block28805	0.74437	0.78722	0.7626
Block28806	0.33333	0.35266	0.22222
Block28807	0.79616	0.76005	0.74457
Block28808	0.20514	0.20363	0.23966
Block28809	0.81505	0.82535	0.80379
Block28810	0.85627	0.81153	0.86832
Block28811	0.82277	0.77819	0.83004
Block28812	0.64223	0.66184	0.62028
Block28813	0.02799	0.03311	0.0462
Block28814	0.86522	0.88645	0.87353
Block28815	0.77685	0.73677	0.74615
Block28816	0.86338	0.83002	0.85426
Block28817	0.0598	0.12269	0.08176
Block28818	0.04661	0.12689	0.0623
Block28819	0.02218	0.03264	0.04281
Block28820	0.79456	0.77824	0.80194
Block28821	0.18981	0.09868	0.1745
Block28822	0.02904	0.074	0.02694
Block28823	0.68549	0.77176	0.73636
Block28824	0.6754	0.73191	0.76417
Block28825	0.58269	0.62472	0.63612
Block28826	0.76216	0.74801	0.75478
Block28827	0.01675	0.02581	0.04197
Block28828	0.8852	0.87583	0.85259
Block28829	0.83492	0.8268	0.8198
Block28830	0.60322	0.72831	0.72934
Block28831	0.53775	0.67195	0.54763
Block28832	0.79795	0.82854	0.82663
Block28833	0.90079	0.91083	0.93426
Block28834	0.84049	0.79923	0.81354
Block28835	0.80964	0.81537	0.83736
Block28836	0.27931	0.28278	0.29001
Block28837	0.05879	0.06122	0.09525
Block28838	0.00052	0.00154	0.00064
Block28839	0.82248	0.80957	0.80232
Block28840	0.00525	0.02667	0.02509
Block28841	0.85244	0.82143	0.85938
Block28842	0.72138	0.83529	0.86805
Block28843	0	0.00071	0
Block28844	0.90503	0.8801	0.91084
Block28845	0.2054	0.17835	0.27464
Block28846	0	0	0
Block28847	0.57131	0.36613	0.45326
Block28848	0.01855	0.01573	0.02768
Block28849	0.87605	0.8495	0.86395
Block28850	0.02911	0.06108	0.035
Block28851	0.80151	0.79954	0.79218
Block28852	0.87483	0.84137	0.85244
Block28853	0.02221	0.03468	0.01503
Block28854	0.77174	0.81371	0.74602
Block28855	0.06246	0.02309	0.03262
Block28856	0.90183	0.90267	0.87573
Block28857	0.89953	0.91277	0.89865
Block28858	0.48651	0.53773	0.5686
Block28859	0.86623	0.87613	0.85804
Block28860	0.2353	0.21172	0.30861
Block28861	0.78534	0.76956	0.75988
Block28862	0.10767	0.27576	0.43043
Block28863	0.86458	0.89038	0.89174
Block28864	0.52312	0.25979	0.25776
Block28865	0.04673	0.07088	0.01177
Block28866	0.22492	0.41059	0.31009
Block28867	0.0549	0.03506	0.04955
Block28868	0.88635	0.93114	0.89476
Block28869	0.93699	0.92908	0.91748
Block28870	0.38226	0.53252	0.63339
Block28871	0.19525	0.26227	0.19678
Block28872	0.19413	0.18802	0.18182
Block28873	0.08855	0.11405	0.12258
Block28874	0.79829	0.78963	0.80298
Block28875	0.7902	0.82726	0.79696
Block28876	0.35474	0.33726	0.31602
Block28877	0.15806	0.27139	0.25717
Block28878	0.01295	0.0191	0.02677
Block28879	0.7918	0.82435	0.80844
Block28880	0.81229	0.73882	0.78674
Block28881	0.81612	0.80534	0.81724
Block28882	0.81094	0.79138	0.83655
Block28883	0.00504	0.01545	0.01117
Block28884	0.59669	0.4124	0.45412
Block28885	0.2266	0.33776	0.35466
Block28886	0.10461	0.14713	0.1391
Block28887	0.77851	0.73193	0.74024
Block28888	0.82275	0.8256	0.80809
Block28889	0.76351	0.6975	0.76774
Block28890	0.79366	0.80919	0.81738
Block28891	0.83444	0.87578	0.85098
Block28892	0.75786	0.77873	0.73145
Block28893	0.85376	0.85185	0.81716
Block28894	0.21466	0.33375	0.37569
Block28895	0.0399	0.08382	0.0603
Block28896	0.794	0.81887	0.80837
Block28897	0.73887	0.79512	0.80581
Block28898	0.82533	0.807	0.808
Block28899	0.09739	0.14431	0.14801
Block28900	0.06158	0.10847	0.06257
Block28901	0.85	0.78571	0.81504
Block28902	0.57405	0.5043	0.48025
Block28903	0.81851	0.80898	0.76716
Block28904	0.0153	0.08005	0.07284
Block28905	0.41239	0.52094	0.46288
Block28906	0.00921	0.00703	0.01622
Block28907	0.92979	0.90921	0.93401
Block28908	0.91288	0.87772	0.89441
Block28909	0.90217	0.91091	0.90625
Block28910	0.83541	0.82748	0.81085
Block28911	0.00101	0.00236	0.01544
Block28912	0.89097	0.91197	0.94239
Block28913	0.3103	0.33777	0.36856
Block28914	0.85634	0.84628	0.85697
Block28915	0.80406	0.82673	0.79427
Block28916	0.71439	0.71861	0.6433
Block28917	0.04362	0.0567	0.05296
Block28918	0.91584	0.87023	0.95755
Block28919	0.21484	0.3059	0.28301
Block28920	0.85628	0.86302	0.84866
Block28921	0.01416	0.00563	0.11253
Block28922	0.04215	0.06326	0.10174
Block28923	0.03662	0.04599	0.05099
Block28924	0.00575	0.0737	0.05431
Block28925	0.76472	0.70598	0.75863
Block28926	0.82838	0.79949	0.79634
Block28927	0.54634	0.57933	0.63672
Block28928	0.86618	0.79204	0.82083
Block28929	0.14646	0.09249	0.11872
Block28930	0.30502	0.38334	0.35293
Block28931	0.02612	0.02893	0.05602
Block28932	0.03266	0.04886	0.06888
Block28933	0.8449	0.78501	0.81469
Block28934	0.80936	0.79734	0.81653
Block28935	0.85991	0.86436	0.83906
Block28936	0.48812	0.53862	0.52031
Block28937	0.6205	0.55224	0.54844
Block28938	0.27778	0.14325	0.12987
Block28939	0.85726	0.83037	0.7514
Block28940	0.05419	0.12001	0.13883
Block28941	0.81038	0.79135	0.76069
Block28942	0.77829	0.69766	0.73719
Block28943	0.76338	0.73573	0.6658
Block28944	0.56882	0.59715	0.74444
Block28945	0.53837	0.33484	0.38081
Block28946	0.28769	0.20618	0.21932
Block28947	0.88766	0.78729	0.80488
Block28948	0.80289	0.73113	0.76318
Block28949	0.75613	0.78084	0.73246
Block28950	0.83921	0.70556	0.71162
Block28951	0.06217	0.04448	0.02712
Block28952	0.73347	0.70546	0.71386
Block28953	0.00723	0.03179	0.0119
Block28954	0.7642	0.79414	0.77184
Block28955	0.72509	0.74212	0.75528
Block28956	0.62829	0.73182	0.69207
Block28957	0.73768	0.81818	0.78389
Block28958	0.77148	0.84162	0.79135
Block28959	0.01968	0.02706	0.01764
Block28960	0.44778	0.3279	0.35911
Block28961	0.84932	0.72917	0.74412
Block28962	0.85474	0.74888	0.77329
Block28963	0.85882	0.81773	0.85557
Block28964	0.6788	0.65	0.64222
Block28965	0.80005	0.75486	0.76547
Block28966	0.65342	0.70586	0.75047
Block28967	0.82806	0.8022	0.89785
Block28968	0.74355	0.69298	0.62329
Block28969	0.40556	0.51955	0.53027
Block28970	0.92819	0.90503	0.89058
Block28971	0.05958	0.04412	0.06607
Block28972	0.79811	0.69223	0.54978
Block28973	0.86409	0.86315	0.8651
Block28974	0.91753	0.84626	0.8787
Block28975	0.28571	0.22222	0.16667
Block28976	0.98604	0.94631	0.97541
Block28977	0.8923	0.86811	0.90791
Block28978	0.86917	0.8796	0.86
Block28979	0.89258	0.83348	0.85357
Block28980	0.90375	0.91799	0.88589
Block28981	0.6904	0.74524	0.72451
Block28982	0.48369	0.63457	0.67109
Block28983	0.02388	0.05965	0.06729
Block28984	0.82003	0.82988	0.84352
Block28985	0.84483	0.87778	0.87685
Block28986	0.86402	0.81146	0.8125
Block28987	0.80286	0.68434	0.66851
Block28988	0.95874	0.92517	0.89029
Block28989	0.90094	0.85022	0.85708
Block28990	0.82939	0.82533	0.85235
Block28991	0.01031	0.00637	0.00604
Block28992	0.20596	0.05185	0.07455
Block28993	0.05629	0.04369	0.06636
Block28994	0.885	0.89835	0.86118
Block28995	0.02762	0.04179	0.053
Block28996	0.81324	0.77336	0.78788
Block28997	0.76511	0.82164	0.80518
Block28998	0.85394	0.86651	0.76224
Block28999	0.67422	0.6269	0.64033
Block29000	0.73129	0.77473	0.75376
Block29001	0.53704	0.21194	0.24729
Block29002	0	0	6e-05
Block29003	0.82389	0.81361	0.78833
Block29004	0.81672	0.8462	0.81752
Block29005	0.02218	0.11597	0.07048
Block29006	0.76788	0.80093	0.81589
Block29007	0.85708	0.85725	0.8323
Block29008	0.49952	0.48862	0.46713
Block29009	0.80192	0.86299	0.85502
Block29010	0.81852	0.81002	0.82481
Block29011	0.68811	0.625	0.61958
Block29012	0.81393	0.80668	0.80944
Block29013	0.74498	0.68288	0.67734
Block29014	0.73185	0.71705	0.74964
Block29015	0.51096	0.34755	0.4576
Block29016	0.86434	0.81933	0.84093
Block29017	0.17644	0.20063	0.16207
Block29018	0.17857	0.16327	0.16667
Block29019	0.81803	0.83839	0.84578
Block29020	0.4422	0.41156	0.43412
Block29021	0.88261	0.94316	0.93905
Block29022	0.84609	0.84271	0.75524
Block29023	0.84215	0.75465	0.80126
Block29024	0.10128	0.18194	0.21859
Block29025	0.88306	0.88118	0.8997
Block29026	0.84685	0.84314	0.76647
Block29027	0.88851	0.83774	0.85768
Block29028	0.87957	0.87253	0.88383
Block29029	0.01111	0.0312	0.0319
Block29030	0.00077	0.00158	0.00073
Block29031	0.00276	0.00565	0.01325
Block29032	0.08952	0.11822	0.1217
Block29033	0.77844	0.83699	0.82695
Block29034	0.43339	0.49851	0.45313
Block29035	0.01606	0.04648	0.06085
Block29036	0.77357	0.65885	0.64238
Block29037	0.20761	0.05095	0.07712
Block29038	0.15302	0.18386	0.2047
Block29039	0.70075	0.65095	0.66086
Block29040	0.30664	0.19997	0.14864
Block29041	0.00429	0.01603	0.03713
Block29042	0.77964	0.63068	0.68594
Block29043	0.05092	0.13654	0.17159
Block29044	0.77653	0.6394	0.71435
Block29045	0.76249	0.76296	0.73264
Block29046	0.68177	0.59969	0.59169
Block29047	0.03699	0.00909	0.00684
Block29048	0.88574	0.92901	0.87483
Block29049	0.74263	0.52267	0.54099
Block29050	0.73433	0.71233	0.75894
Block29051	0.11017	0.20133	0.21458
Block29052	0.89189	0.93966	0.71296
Block29053	0.82628	0.80278	0.78445
Block29054	0.84594	0.79963	0.85995
Block29055	0.80518	0.82428	0.84436
Block29056	0.81236	0.83961	0.84894
Block29057	0.8514	0.85376	0.86316
Block29058	0.06112	0.12889	0.12489
Block29059	0.7751	0.78475	0.75023
Block29060	0.51944	0.6047	0.73512
Block29061	0.37262	0.22177	0.21421
Block29062	0.8383	0.81261	0.8602
Block29063	0.77894	0.71984	0.73086
Block29064	0.92031	0.92571	0.9375
Block29065	0.80612	0.77438	0.81524
Block29066	0.90278	0.8141	0.85185
Block29067	0.85957	0.84623	0.85365
Block29068	0.87081	0.83827	0.80288
Block29069	0.80527	0.8132	0.76638
Block29070	0.77573	0.67832	0.70772
Block29071	0.78767	0.74516	0.72559
Block29072	0.30912	0.50226	0.44873
Block29073	0.93279	0.90136	0.91568
Block29074	0.91238	0.88515	0.91229
Block29075	0.82307	0.76496	0.81243
Block29076	0.87167	0.84106	0.86381
Block29077	0.19164	0.12071	0.11297
Block29078	0.75718	0.62977	0.67761
Block29079	0.78873	0.77615	0.78468
Block29080	0.84806	0.87021	0.86576
Block29081	0.05346	0.06267	0.05296
Block29082	0	0	0
Block29083	0.80749	0.8122	0.84606
Block29084	0.96119	0.91433	0.94113
Block29085	0.41624	0.26933	0.17397
Block29086	0.09984	0.15099	0.13832
Block29087	0.88445	0.83109	0.82979
Block29088	0.74898	0.784	0.82092
Block29089	0.13075	0.08065	0.06859
Block29090	0.64733	0.54744	0.56332
Block29091	0.0774	0.08811	0.07588
Block29092	0.11116	0.21781	0.16848
Block29093	0.79357	0.36288	0.5612
Block29094	0.20487	0.24143	0.34244
Block29095	0.14331	0.03622	0.09244
Block29096	0.82862	0.86484	0.92686
Block29097	0.21888	0.30533	0.29978
Block29098	0.78457	0.78364	0.78733
Block29099	0.87101	0.8202	0.83555
Block29100	0	0	0
Block29101	0.80863	0.77697	0.80131
Block29102	0.81648	0.80607	0.82866
Block29103	0.48403	0.53098	0.50507
Block29104	0.80095	0.74363	0.7565
Block29105	0.87269	0.81389	0.808
Block29106	0.58168	0.7126	0.54346
Block29107	0.68215	0.63518	0.56269
Block29108	0.29174	0.31863	0.2993
Block29109	0.62391	0.45668	0.48061
Block29110	0.8762	0.83166	0.76947
Block29111	0	0	0.66078
Block29112	0.04511	0.02019	0.03429
Block29113	0.82135	0.82772	0.80831
Block29114	0.76386	0.717	0.71107
Block29115	0.0131	0.0113	0.09199
Block29116	0.81106	0.7451	0.77746
Block29117	0.82414	0.78695	0.79743
Block29118	0.68595	0.75999	0.77074
Block29119	0.03407	0.05101	0.03199
Block29120	0.76617	0.74053	0.69976
Block29121	0.79006	0.82218	0.81002
Block29122	0.95635	0.97159	0.98393
Block29123	0.78805	0.79989	0.8142
Block29124	0.88994	0.84098	0.85324
Block29125	0.73199	0.72375	0.73642
Block29126	0.7716	0.76111	0.74864
Block29127	0.70201	0.66242	0.64398
Block29128	0.67107	0.74959	0.75512
Block29129	0.79035	0.70099	0.73838
Block29130	0.73432	0.39959	0.48668
Block29131	0.49413	0.20212	0.23633
Block29132	0.81131	0.83196	0.82225
Block29133	0.30544	0.30299	0.38894
Block29134	0.82143	0.8545	0.85268
Block29135	0.00525	0.01278	0.00875
Block29136	0.81357	0.80422	0.79701
Block29137	0.02332	0.02128	0.01148
Block29138	0.85569	0.89237	0.85604
Block29139	0.84543	0.85636	0.865
Block29140	0.83908	0.78688	0.85066
Block29141	0.02838	0.05603	0.15564
Block29142	0.81438	0.83236	0.80147
Block29143	0.85686	0.85605	0.84348
Block29144	0.81131	0.84178	0.81805
Block29145	0.01119	0.01658	0.0392
Block29146	0.01423	0.02196	0.02163
Block29147	0.54968	0.24444	0.29843
Block29148	0.77192	0.81428	0.7747
Block29149	0.86048	0.87177	0.86124
Block29150	0.89103	0.87736	0.89325
Block29151	0.02502	0.0655	0.07542
Block29152	0.0448	0.04292	0.05311
Block29153	0.84665	0.78096	0.82027
Block29154	0.76591	0.7954	0.77328
Block29155	0.69628	0.34564	0.35141
Block29156	0.02033	0.02915	0.03641
Block29157	0.85967	0.85288	0.82425
Block29158	0.84132	0.80168	0.87583
Block29159	0.87747	0.87581	0.87834
Block29160	0.65632	0.67802	0.73912
Block29161	0.88382	0.86386	0.86562
Block29162	0.8354	0.77019	0.7651
Block29163	0.81037	0.84024	0.83217
Block29164	0.74929	0.74367	0.71596
Block29165	0.75709	0.6553	0.73007
Block29166	0.92074	0.91923	0.9183
Block29167	0.87536	0.86535	0.84624
Block29168	0.00058	0.00271	0.05704
Block29169	0.8459	0.85145	0.85245
Block29170	0.0565	0.0685	0.07056
Block29171	0.8838	0.80376	0.91566
Block29172	0.31855	0.24005	0.23571
Block29173	0.83978	0.84109	0.83266
Block29174	0.34401	0.23693	0.25398
Block29175	0.89011	0.85982	0.85682
Block29176	0.18737	0.18219	0.19106
Block29177	0.61806	0.31786	0.45673
Block29178	0.0026	0.00824	0.01303
Block29179	0.91616	0.91406	0.83742
Block29180	0.0158	0.01148	0.00721
Block29181	0.51368	0.58528	0.58473
Block29182	0.83287	0.80947	0.82078
Block29183	0.80435	0.82159	0.83668
Block29184	0.87443	0.85011	0.88367
Block29185	0.8452	0.80894	0.83349
Block29186	0.07643	0.13446	0.12892
Block29187	0.93465	0.90859	0.89173
Block29188	0.26852	0.10212	0.15952
Block29189	0.02656	0.1118	0.06209
Block29190	0.89487	0.73378	0.73676
Block29191	0.80204	0.8554	0.84013
Block29192	0.91036	0.87616	0.87227
Block29193	0.00766	0.02948	0.07515
Block29194	0.08282	0.06463	0.11311
Block29195	0.0097	0.02285	0.02181
Block29196	0.825	0.81481	0.90426
Block29197	0.00026	0.00083	0
Block29198	0.72332	0.75747	0.73724
Block29199	0.82223	0.82625	0.8056
Block29200	0.7962	0.82717	0.80675
Block29201	0.04593	0.11029	0.08937
Block29202	0.03935	0.00697	0.04326
Block29203	0.84878	0.83735	0.80548
Block29204	0.55224	0.61552	0.54843
Block29205	0.73279	0.62831	0.61529
Block29206	0.77561	0.76915	0.77832
Block29207	0.60598	0.72785	0.74286
Block29208	0.00787	0.00989	0.0246
Block29209	0.58126	0.57431	0.5277
Block29210	0.71373	0.68245	0.71103
Block29211	0.00023	0.00779	0.00336
Block29212	0.91601	0.91106	0.90969
Block29213	0.01284	0.02196	0.03258
Block29214	0.18453	0.10697	0.09898
Block29215	0.86774	0.57647	0.63469
Block29216	0.91781	0.92553	0.9202
Block29217	0.82821	0.47782	0.50628
Block29218	0.33204	0.19548	0.14605
Block29219	0.85016	0.82155	0.80784
Block29220	0.00037	0.00183	0.00044
Block29221	0.88953	0.86638	0.88333
Block29222	0.7453	0.78213	0.80585
Block29223	0.14173	0.25149	0.31318
Block29224	0.00058	0.00532	0.01528
Block29225	0.7959	0.78662	0.80926
Block29226	0.05807	0.08277	0.07623
Block29227	0.84647	0.85239	0.78833
Block29228	0.80464	0.80669	0.77838
Block29229	0.78306	0.76624	0.78074
Block29230	0.8708	0.8932	0.87138
Block29231	0.88131	0.80074	0.80012
Block29232	0.18429	0.17502	0.25814
Block29233	0.73829	0.75654	0.71226
Block29234	0.79472	0.75956	0.77918
Block29235	0.84326	0.82168	0.80019
Block29236	0.01533	0.03972	0.02711
Block29237	0.62248	0.5852	0.54143
Block29238	0.01862	0.02159	0.05128
Block29239	0.81411	0.85004	0.81281
Block29240	0.81339	0.80572	0.81363
Block29241	0.65746	0.73173	0.6878
Block29242	0.79668	0.77407	0.76848
Block29243	0.77488	0.51897	0.51846
Block29244	0.00294	0.00373	0
Block29245	0.80357	0.83654	0.69444
Block29246	0.02574	0.07228	0.0641
Block29247	0.10496	0.09668	0.12467
Block29248	0.06059	0.11679	0.10634
Block29249	0.34754	0.33928	0.25605
Block29250	0.25406	0.22939	0.17996
Block29251	0.82372	0.77998	0.79973
Block29252	0.57255	0.3946	0.41425
Block29253	0.87406	0.86392	0.87787
Block29254	0.00825	0.02486	0.02616
Block29255	0.80925	0.80276	0.83539
Block29256	0.9446	0.84005	0.8089
Block29257	0.00092	0.00121	0.00734
Block29258	0.00969	0.0145	0.07704
Block29259	0.82777	0.80531	0.83142
Block29260	0.83565	0.85345	0.8842
Block29261	0.92857	0.87209	0.92308
Block29262	0.76221	0.73819	0.72862
Block29263	0.05122	0.10878	0.06887
Block29264	0.37453	0.33598	0.29084
Block29265	0.89296	0.89182	0.8872
Block29266	0.0333	0.02156	0.02507
Block29267	0.95833	0.95946	0.85959
Block29268	0.87973	0.88178	0.89867
Block29269	0.76839	0.73974	0.78503
Block29270	0.89773	0.91912	0.89474
Block29271	0.73488	0.72831	0.69726
